time period,Coal,NG,NG-CC,Nuclear,Biomass,Hydro,Wind,Solar,Geothermal
247,0.0,0.0,37165.9953984,5139.0,0.0,738.0,2446.7346016,0.0,7500.0
248,0.0,0.0,36375.9005172,5139.0,0.0,738.0,5560.1394828,0.0,7500.0
249,0.0,0.0,31097.7855576,5139.0,0.0,738.0,10013.4044912,1309.9899512,7500.0
250,0.0,0.0,32519.325959200003,5139.0,0.0,738.0,4983.0095427999995,4197.124498,7500.0
251,0.0,0.0,32297.513512800004,5139.0,0.0,738.0,4205.8029512,4077.7635359999995,7500.0
252,0.0,0.0,28995.5721636,5139.0,0.0,738.0,5822.8188044,4334.999032,7500.0
253,0.0,0.0,28505.3244636,5139.0,0.0,738.0,3996.1543884,5093.621148,7500.0
254,0.0,0.0,25946.597986399996,5139.0,0.0,738.0,3850.8124736,6202.58954,7500.0
255,0.0,0.0,25099.887907199998,5139.0,0.0,738.0,3406.9039788,5980.508114,7500.0
256,0.0,0.0,26322.0904428,5139.0,0.0,738.0,2870.1805432,4396.539014,7500.0
257,0.0,0.0,28385.5858456,5139.0,0.0,738.0,4768.160142799999,844.0940116,7500.0
258,0.0,0.0,35666.1353772,5139.0,0.0,738.0,447.4646228,0.0,7500.0
259,0.0,0.0,38831.89,5139.0,0.0,738.0,0.0,0.0,7500.0
260,0.0,0.0,39318.06,5139.0,0.0,738.0,0.0,0.0,7500.0
261,0.0,0.0,39185.96,5139.0,0.0,738.0,0.0,0.0,7500.0
262,0.0,0.0,38348.84,5139.0,0.0,738.0,0.0,0.0,7500.0
263,0.0,0.0,36502.33,5139.0,0.0,738.0,0.0,0.0,7500.0
264,0.0,0.0,34761.56308027999,5139.0,0.0,738.0,158.02691972,0.0,7500.0
265,0.0,0.0,31654.4820844,5139.0,0.0,738.0,2513.3379156,0.0,7500.0
266,0.0,0.0,25030.682016800005,5139.0,0.0,738.0,9096.3679832,0.0,7500.0
267,0.0,0.0,21485.643593599998,5139.0,0.0,738.0,12972.636406399999,0.0,7500.0
268,0.0,0.0,11154.894916000001,5139.0,0.0,738.0,23973.785084,0.0,7500.0
269,0.0,0.0,10436.270831999998,5139.0,0.0,738.0,26203.329168,0.0,7500.0
270,0.0,0.0,11941.605923999996,5139.0,0.0,738.0,27446.344076,0.0,7500.0
271,0.0,0.0,13854.372488,5139.0,0.0,738.0,29315.237512,0.0,7500.0
272,0.0,0.0,14494.42236,5139.0,0.0,738.0,30726.427639999998,0.0,7500.0
273,0.0,0.0,6584.151628000003,5139.0,0.0,738.0,30490.685987999997,6930.482383999999,7500.0
274,0.0,0.0,4764.26569,5139.0,0.0,738.0,27645.487244,8673.717066,7500.0
275,0.0,0.0,5614.099137999994,5139.0,0.0,738.0,23819.982548000004,8795.548314,7500.0
276,0.0,0.0,937.5986100000027,5139.0,0.0,738.0,26562.05358,8211.257810000001,7500.0
277,0.0,0.0,0.0,210.03039999999964,0.0,738.0,30825.70288,7881.026720000001,7500.0
278,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,8149.853558000001,5693.379178000001
279,0.0,0.0,0.0,0.0,0.0,738.0,30480.017604,8737.537312,4325.775084000001
280,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,8762.077296,3476.185440000001
281,0.0,0.0,0.0,0.0,0.0,738.0,30910.457264,7409.799306,5450.683430000002
282,0.0,0.0,741.0266029999984,5139.0,0.0,738.0,30910.457264,1638.5461329999998,7500.0
283,0.0,0.0,4786.362735999999,5139.0,0.0,738.0,30910.457264,0.0,7500.0
284,0.0,0.0,5170.862735999999,5139.0,0.0,738.0,30910.457264,0.0,7500.0
285,0.0,0.0,4983.450692000002,5139.0,0.0,738.0,30907.049307999998,0.0,7500.0
286,0.0,0.0,4050.2527359999985,5139.0,0.0,738.0,30910.457264,0.0,7500.0
287,0.0,0.0,2674.2692519999982,5139.0,0.0,738.0,30391.410748000002,0.0,7500.0
288,0.0,0.0,650.1827359999988,5139.0,0.0,738.0,30910.457264,0.0,7500.0
289,0.0,0.0,104.56063600000198,5139.0,0.0,738.0,30714.129364,0.0,7500.0
290,0.0,0.0,955.1997520000004,5139.0,0.0,738.0,29891.330248,0.0,7500.0
291,0.0,0.0,795.7050839999974,5139.0,0.0,738.0,30479.424916,0.0,7500.0
292,0.0,0.0,2891.199044000001,5139.0,0.0,738.0,29304.420956,0.0,7500.0
293,0.0,0.0,6052.417980000002,5139.0,0.0,738.0,27861.52202,0.0,7500.0
294,0.0,0.0,9506.315384000001,5139.0,0.0,738.0,27438.194616,0.0,7500.0
295,0.0,0.0,11106.215531999998,5139.0,0.0,738.0,29800.204468,0.0,7500.0
