time period,Coal,NG,NG-CC,Nuclear,Biomass,Hydro,Wind,Solar,Geothermal
212,0.0,0.0,31469.08477599999,5139.0,0.0,738.0,9692.967724,0.0,5000.0
213,0.0,0.0,24144.676831999997,5139.0,0.0,738.0,16812.928668,0.0,5000.0
214,0.0,0.0,22782.233195999994,5139.0,0.0,738.0,17400.134304,0.0,5000.0
215,0.0,0.0,13855.173196000003,5139.0,0.0,738.0,24808.734303999998,0.0,5000.0
216,0.0,0.0,6247.657811999998,5139.0,0.0,738.0,30894.454687999998,0.0,5000.0
217,0.0,0.0,5260.254127999993,5139.0,0.0,738.0,30593.961872,0.0,5000.0
218,0.0,0.0,4529.5214439999945,5139.0,0.0,738.0,30515.727056,0.0,5000.0
219,0.0,0.0,6802.265296000001,5139.0,0.0,738.0,27801.808704,0.0,5000.0
220,0.0,0.0,3671.4332360000008,5139.0,0.0,738.0,30910.457264,0.0,5000.0
221,0.0,0.0,5251.586291999993,5139.0,0.0,738.0,29751.307708,0.0,5000.0
222,0.0,0.0,6231.362671999996,5139.0,0.0,738.0,29726.859328,0.0,5000.0
223,0.0,0.0,6599.4584399999985,5139.0,0.0,738.0,30853.85556,0.0,5000.0
224,0.0,0.0,8887.400467999993,5139.0,0.0,738.0,30579.885532,0.0,5000.0
225,0.0,0.0,9908.653364999995,5139.0,0.0,738.0,30910.457264,737.380371,5000.0
226,0.0,0.0,10035.886953999994,5139.0,0.0,738.0,30458.384491999997,3656.5390540000003,5000.0
227,0.0,0.0,12485.646909999996,5139.0,0.0,738.0,29027.487488,4777.343102,5000.0
228,0.0,0.0,17471.220574,5139.0,0.0,738.0,25790.225631999998,4577.874294,5000.0
229,0.0,0.0,13604.492275999994,5139.0,0.0,738.0,30052.24504,5330.225684,5000.0
230,0.0,0.0,18968.447277999992,5139.0,0.0,738.0,25269.845568,5057.272653999999,5000.0
231,0.0,0.0,16359.920667999995,5139.0,0.0,738.0,29892.811968,3065.706364,5000.0
232,0.0,0.0,17168.92416679999,5139.0,0.0,738.0,30477.795024000003,1907.8263092,5000.0
233,0.0,0.0,18501.425785199997,5139.0,0.0,738.0,30775.324399999998,704.8133148,5000.0
234,0.0,0.0,28101.409028000002,5139.0,0.0,738.0,23470.592972,0.0,5000.0
235,0.0,0.0,22471.19284799999,5139.0,0.0,738.0,30444.308152,0.0,5000.0
236,0.0,0.0,24219.43299599999,5139.0,0.0,738.0,28250.029004,0.0,5000.0
237,0.0,0.0,22652.406868,5139.0,0.0,738.0,28512.886132,0.0,5000.0
238,0.0,0.0,18707.507223999994,5139.0,0.0,738.0,30609.816275999998,0.0,5000.0
239,0.0,0.0,16546.840775999994,5139.0,0.0,738.0,30122.182224,0.0,5000.0
240,0.0,0.0,16086.981467999994,5139.0,0.0,738.0,28301.741032,0.0,5000.0
241,0.0,0.0,16383.068503999999,5139.0,0.0,738.0,26425.438996,0.0,5000.0
242,0.0,0.0,20527.504817199988,5139.0,0.0,738.0,21521.968182800003,0.0,5000.0
243,0.0,0.0,27648.846317200005,5139.0,0.0,738.0,14113.3681828,0.0,5000.0
244,0.0,0.0,35396.1213172,5139.0,0.0,738.0,6704.7681828,0.0,5000.0
245,0.0,0.0,41700.6730036,5139.0,0.0,738.0,1716.3799964,0.0,5000.0
246,0.0,0.0,42991.67547799999,5139.0,0.0,738.0,3128.429522,0.0,5000.0
247,126.45489839999937,0.0,47488.0,5139.0,0.0,738.0,2446.7346016,0.0,5000.0
248,0.0,0.0,47172.8565172,5139.0,0.0,738.0,5560.1394828,0.0,5000.0
249,0.0,0.0,41967.51255759999,5139.0,0.0,738.0,10013.4044912,1309.9899512,5000.0
250,0.0,0.0,43280.7949592,5139.0,0.0,738.0,4983.0095427999995,4197.124498,5000.0
251,0.0,0.0,42891.225512799996,5139.0,0.0,738.0,4205.8029512,4077.7635359999995,5000.0
252,0.0,0.0,39375.13066359999,5139.0,0.0,738.0,5822.8188044,4334.999032,5000.0
253,0.0,0.0,38651.1394636,5139.0,0.0,738.0,3996.1543884,5093.621148,5000.0
254,0.0,0.0,35853.14798639999,5139.0,0.0,738.0,3850.8124736,6202.58954,5000.0
255,0.0,0.0,34779.5329072,5139.0,0.0,738.0,3406.9039788,5980.508114,5000.0
256,0.0,0.0,35866.96194279999,5139.0,0.0,738.0,2870.1805432,4396.539014,5000.0
257,0.0,0.0,37991.811845599994,5139.0,0.0,738.0,4768.160142799999,844.0940116,5000.0
258,0.0,0.0,45589.7253772,5139.0,0.0,738.0,447.4646228,0.0,5000.0
259,1675.2234999999928,0.0,47488.0,5139.0,0.0,738.0,0.0,0.0,5000.0
260,2234.318999999996,0.0,47488.0,5139.0,0.0,738.0,0.0,0.0,5000.0
261,2082.403999999995,0.0,47488.0,5139.0,0.0,738.0,0.0,0.0,5000.0
262,1119.715999999993,0.0,47488.0,5139.0,0.0,738.0,0.0,0.0,5000.0
263,0.0,0.0,46484.229499999994,5139.0,0.0,738.0,0.0,0.0,5000.0
264,0.0,0.0,44506.051580279986,5139.0,0.0,738.0,158.02691972,0.0,5000.0
265,0.0,0.0,41286.2050844,5139.0,0.0,738.0,2513.3379156,0.0,5000.0
266,0.0,0.0,34656.2895168,5139.0,0.0,738.0,9096.3679832,0.0,5000.0
267,0.0,0.0,31160.935593599992,5139.0,0.0,738.0,12972.636406399999,0.0,5000.0
268,0.0,0.0,24523.2955936,5139.0,0.0,738.0,20381.2364064,0.0,5000.0
269,0.0,0.0,20438.760831999996,5139.0,0.0,738.0,26203.329168,0.0,5000.0
270,0.0,0.0,22356.34842399999,5139.0,0.0,738.0,27446.344076,0.0,5000.0
271,0.0,0.0,24836.363987999997,5139.0,0.0,738.0,29315.237512,0.0,5000.0
272,0.0,0.0,25784.099860000002,5139.0,0.0,738.0,30726.427639999998,0.0,5000.0
273,0.0,0.0,17691.499627999994,5139.0,0.0,738.0,30490.685987999997,6930.482383999999,5000.0
274,0.0,0.0,15433.336190000002,5139.0,0.0,738.0,27645.487244,8673.717066,5000.0
275,0.0,0.0,15855.093637999991,5139.0,0.0,738.0,23819.982548000004,8795.548314,5000.0
276,0.0,0.0,10800.785109999997,5139.0,0.0,738.0,26562.05358,8211.257810000001,5000.0
277,0.0,0.0,4644.244399999992,5139.0,0.0,738.0,30825.70288,7881.026720000001,5000.0
278,0.0,0.0,2378.132678,5139.0,0.0,738.0,30910.457264,8149.853558000001,5000.0
279,0.0,0.0,828.974583999996,5139.0,0.0,738.0,30480.017604,8737.537312,5000.0
280,0.0,0.0,0.0,5059.1934399999955,0.0,738.0,30910.457264,8762.077296,5000.0
281,0.0,0.0,1988.024429999994,5139.0,0.0,738.0,30910.457264,7409.799306,5000.0
282,0.0,0.0,10241.081102999997,5139.0,0.0,738.0,30910.457264,1638.5461329999998,5000.0
283,0.0,0.0,14647.435735999996,5139.0,0.0,738.0,30910.457264,0.0,5000.0
284,0.0,0.0,15089.610735999991,5139.0,0.0,738.0,30910.457264,0.0,5000.0
285,0.0,0.0,14873.575691999995,5139.0,0.0,738.0,30907.049307999998,0.0,5000.0
286,0.0,0.0,13800.909235999996,5139.0,0.0,738.0,30910.457264,0.0,5000.0
287,0.0,0.0,12140.671251999993,5139.0,0.0,738.0,30391.410748000002,0.0,5000.0
288,0.0,0.0,9890.828735999992,5139.0,0.0,738.0,30910.457264,0.0,5000.0
289,0.0,0.0,9233.914136,5139.0,0.0,738.0,30714.129364,0.0,5000.0
